"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"fields","field_tag","fieldTag","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:90","0010_fields","apps/api/src/lib/custom-fields.ts:131; apps/api/src/modules/fields/routes.ts:98; apps/api/src/modules/fields/routes.ts:393","apps/api/src/modules/fields/routes.ts:334","apps/api/src/lib/custom-fields.ts:131; apps/api/src/modules/fields/routes.ts:98; apps/api/src/modules/fields/routes.ts:393","check:fields_field_tag_check"
"fields","ai_prompt","aiPrompt","text","true","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:94","0010_fields","apps/api/src/lib/analysis-targets.ts:40; apps/api/src/lib/analysis-targets.ts:51; apps/api/src/modules/fields/routes.ts:99","apps/api/src/modules/fields/routes.ts:335","apps/api/src/lib/analysis-targets.ts:40; apps/api/src/lib/analysis-targets.ts:51; apps/api/src/modules/fields/routes.ts:99",""
"fields","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:97","0010_fields","apps/api/src/lib/type-field-routes.ts:244; apps/api/src/lib/type-field-routes.ts:463; apps/api/src/lib/custom-fields.ts:138; apps/api/src/lib/analysis-targets.ts:50; apps/api/src/modules/request-types/form-definition.ts:121","apps/api/src/modules/fields/routes.ts:518; apps/api/src/modules/fields/routes.ts:559","apps/api/src/lib/type-field-routes.ts:244; apps/api/src/lib/type-field-routes.ts:463; apps/api/src/lib/custom-fields.ts:138; apps/api/src/lib/analysis-targets.ts:50",""
"fields","created_at","createdAt","timestamp with time zone","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:98","0010_fields","apps/api/src/modules/fields/routes.ts:276","","apps/api/src/modules/fields/routes.ts:276",""
"fields","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Custom-field catalog, type/options, audience tags and AI prompts.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/fields.ts:101","0010_fields","","","packages/db/src/schema/fields.ts:101; docs/decision-records/SCHEMA.md:18",""
"intake_links","id","id","text","false","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:45","0059_intake_links","apps/api/src/modules/portal/routes.ts:242; apps/api/src/modules/portal/routes.ts:310; apps/api/src/modules/intake-links/routes.ts:127; apps/api/src/modules/intake-links/routes.ts:417; apps/api/src/modules/intake-links/routes.ts:476","","apps/api/src/modules/portal/routes.ts:242; apps/api/src/modules/portal/routes.ts:310; apps/api/src/modules/intake-links/routes.ts:127; apps/api/src/modules/intake-links/routes.ts:417","foreign_key:intake_links_knowledge_item_id_knowledge_items_id_fk; foreign_key:intake_links_request_type_id_request_types_id_fk; primary_key:intake_links_pkey"
"intake_links","label","label","text","false","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:47","0059_intake_links","apps/api/src/modules/portal/routes.ts:243; apps/api/src/modules/portal/routes.ts:311; apps/api/src/modules/intake-links/routes.ts:77; apps/api/src/modules/intake-links/routes.ts:356; apps/api/src/modules/intake-links/routes.ts:357","apps/api/src/modules/intake-links/routes.ts:297","apps/api/src/modules/portal/routes.ts:243; apps/api/src/modules/portal/routes.ts:311; apps/api/src/modules/intake-links/routes.ts:77; apps/api/src/modules/intake-links/routes.ts:356",""
"intake_links","url","url","text","true","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:49","0059_intake_links","apps/api/src/modules/portal/routes.ts:244; apps/api/src/modules/portal/routes.ts:312; apps/api/src/modules/intake-links/routes.ts:78; apps/api/src/modules/intake-links/routes.ts:366; apps/api/src/modules/intake-links/routes.ts:380","apps/api/src/modules/intake-links/routes.ts:297","apps/api/src/modules/portal/routes.ts:244; apps/api/src/modules/portal/routes.ts:312; apps/api/src/modules/intake-links/routes.ts:78; apps/api/src/modules/intake-links/routes.ts:366","check:intake_links_target_check"
"intake_links","knowledge_item_id","knowledgeItemId","text","true","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:51","0083_wide_inhumans","apps/api/src/modules/portal/routes.ts:176; apps/api/src/modules/portal/routes.ts:245; apps/api/src/modules/portal/routes.ts:249; apps/api/src/modules/portal/routes.ts:313; apps/api/src/modules/portal/routes.ts:317","apps/api/src/modules/intake-links/routes.ts:297","apps/api/src/modules/portal/routes.ts:176; apps/api/src/modules/portal/routes.ts:245; apps/api/src/modules/portal/routes.ts:249; apps/api/src/modules/portal/routes.ts:313","index:intake_links_knowledge_item_id_idx; foreign_key:intake_links_knowledge_item_id_knowledge_items_id_fk; check:intake_links_target_check"
"intake_links","request_type_id","requestTypeId","text","true","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:56","0059_intake_links","apps/api/src/modules/portal/routes.ts:250; apps/api/src/modules/portal/routes.ts:318; apps/api/src/modules/intake-links/routes.ts:81; apps/api/src/modules/intake-links/routes.ts:352; apps/api/src/modules/intake-links/routes.ts:393","apps/api/src/modules/intake-links/routes.ts:297","apps/api/src/modules/portal/routes.ts:250; apps/api/src/modules/portal/routes.ts:318; apps/api/src/modules/intake-links/routes.ts:81; apps/api/src/modules/intake-links/routes.ts:352","index:intake_links_request_type_id_idx; foreign_key:intake_links_request_type_id_request_types_id_fk"
"intake_links","display_order","displayOrder","integer","false","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:60","0059_intake_links","apps/api/src/modules/portal/routes.ts:246; apps/api/src/modules/portal/routes.ts:251; apps/api/src/modules/portal/routes.ts:314; apps/api/src/modules/portal/routes.ts:319; apps/api/src/modules/intake-links/routes.ts:117","apps/api/src/modules/intake-links/routes.ts:297; apps/api/src/modules/intake-links/routes.ts:475","apps/api/src/modules/portal/routes.ts:246; apps/api/src/modules/portal/routes.ts:251; apps/api/src/modules/portal/routes.ts:314; apps/api/src/modules/portal/routes.ts:319",""
"intake_links","created_at","createdAt","timestamp with time zone","false","ACTIVE","Ordered portal links to URLs, knowledge or request forms.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/intake-links.ts:61","0059_intake_links","apps/api/src/modules/portal/routes.ts:251; apps/api/src/modules/portal/routes.ts:319; apps/api/src/modules/intake-links/routes.ts:117; apps/api/src/modules/intake-links/routes.ts:452","","apps/api/src/modules/portal/routes.ts:251; apps/api/src/modules/portal/routes.ts:319; apps/api/src/modules/intake-links/routes.ts:117; apps/api/src/modules/intake-links/routes.ts:452",""
"intake_links","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Ordered portal links to URLs, knowledge or request forms.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/intake-links.ts:64","0059_intake_links","","","packages/db/src/schema/intake-links.ts:64; docs/decision-records/SCHEMA.md:18",""
"knowledge_folders","id","id","text","false","ACTIVE","Knowledge-library hierarchy and presentation order.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/knowledge-folders.ts:23","0083_wide_inhumans","apps/api/src/modules/documents/routes.ts:1648; apps/api/src/modules/documents/routes.ts:1650; apps/api/src/modules/knowledge/routes.ts:258; apps/api/src/modules/knowledge/routes.ts:298; apps/api/src/modules/knowledge/routes.ts:300","","apps/api/src/modules/documents/routes.ts:1648; apps/api/src/modules/documents/routes.ts:1650; apps/api/src/modules/knowledge/routes.ts:258; apps/api/src/modules/knowledge/routes.ts:298","index:knowledge_folders_parent_idx; foreign_key:knowledge_folders_parent_id_knowledge_folders_id_fk; primary_key:knowledge_folders_pkey"
"knowledge_folders","parent_id","parentId","text","true","ACTIVE","Knowledge-library hierarchy and presentation order.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/knowledge-folders.ts:24","0083_wide_inhumans","apps/api/src/modules/knowledge/routes.ts:426; apps/api/src/modules/knowledge/routes.ts:1281","apps/api/src/modules/knowledge/routes.ts:1120; apps/api/src/modules/knowledge/routes.ts:1280","apps/api/src/modules/knowledge/routes.ts:426; apps/api/src/modules/knowledge/routes.ts:1281","index:knowledge_folders_parent_idx; index:knowledge_folders_root_name_idx; index:knowledge_folders_sibling_name_idx; foreign_key:knowledge_folders_parent_id_knowledge_folders_id_fk"
"knowledge_folders","name","name","text","false","ACTIVE","Knowledge-library hierarchy and presentation order.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/knowledge-folders.ts:25","0083_wide_inhumans","apps/api/src/modules/documents/routes.ts:1648; apps/api/src/modules/knowledge/routes.ts:140; apps/api/src/modules/knowledge/routes.ts:298; apps/api/src/modules/knowledge/routes.ts:358; apps/api/src/modules/knowledge/routes.ts:425","apps/api/src/modules/knowledge/routes.ts:1120","apps/api/src/modules/documents/routes.ts:1648; apps/api/src/modules/knowledge/routes.ts:140; apps/api/src/modules/knowledge/routes.ts:298; apps/api/src/modules/knowledge/routes.ts:358","index:knowledge_folders_parent_idx; index:knowledge_folders_root_name_idx; index:knowledge_folders_sibling_name_idx; foreign_key:knowledge_folders_parent_id_knowledge_folders_id_fk"
